title,main_genre,runtime,vote_average,imdb_id,release_date,year
When Love Is Not Enough: The Lois Wilson Story,Drama,96.0,4.4,tt1547035,2010-04-25,2010
Monstrosity,Horror,64.0,2.3,tt0057859,1963-09-01,1963
The City Dark,Documentary,0.0,8.7,tt1863406,2012-01-20,2012
Oka!,Drama,105.0,2.5,tt1479320,2011-10-14,2011
Bombay Beach,Documentary,80.0,6.5,tt1758576,2011-10-14,2011
The Little Mermaid,Family,77.0,7.0,tt0160801,1976-12-17,1976
Bodyguards and Assassins,Drama,139.0,6.5,tt1403130,2009-12-18,2009
The Sorcerer and the White Snake,Action,100.0,5.6,tt1857913,2011-09-27,2011
Flying Swords of Dragon Gate,Adventure,125.0,6.0,tt1686784,2011-12-15,2011
Smokin' Aces 2: Assassins' Ball,Action,86.0,5.4,tt1319743,2010-01-19,2010
Knuckle,Documentary,97.0,5.1,tt1606259,2011-12-09,2011
Winter in Wartime,Drama,103.0,6.8,tt0795441,2008-11-17,2008
The Three Musketeers,Adventure,73.0,7.0,tt0032028,1939-02-17,1939
Untamed Youth,Drama,80.0,2.3,tt0051139,1957-05-10,1957
God's Gift To Women,Comedy,72.0,0.0,tt0021917,1931-04-13,1931
Ricky Rapper and the Bicycle Thief,Comedy,82.0,4.0,tt1380190,2010-02-11,2010
The Truth About Love,Romance,94.0,4.2,tt0407269,2005-04-21,2005
Plans for Tomorrow,Drama,96.0,5.0,tt1543037,2010-11-18,2010
Born to Be Bad,Romance,62.0,4.7,tt0024906,1934-05-18,1934
Así es la vida...,Drama,98.0,5.0,tt0218822,2000-09-14,2000
The Mysterious X,Mystery,84.0,6.3,tt0004066,1914-03-23,1914
Le 7ème juré,Crime,0.0,5.8,tt1177179,2008-05-16,2008
Metallica: A Year and a Half in the Life Of...,Documentary,236.0,6.8,tt0181173,1992-08-12,1992
Balkan Spy,Drama,92.0,7.4,tt0086935,1984-02-23,1984
We Were Here,Documentary,90.0,7.6,tt1787837,2011-09-09,2011
Hot Summer Week,Horror,79.0,0.0,tt0068640,1972-06-21,1972
Happy End,Comedy,71.0,7.2,tt0061029,1967-09-01,1967
The Hunter,Drama,102.0,6.7,tt1703148,2011-10-06,2011
The Dead,Horror,105.0,5.8,tt1386925,2010-08-30,2010
The Love Trap,Comedy,71.0,0.0,tt0020114,1929-08-04,1929
Kaleidoscope,Comedy,103.0,6.5,tt0060581,1966-09-22,1966
Ghost Rider: Spirit of Vengeance,Action,95.0,4.7,tt1071875,2011-12-10,2011
A Monster in Paris,Adventure,90.0,6.5,tt0961097,2011-10-12,2011
Film About a Woman Who…,Drama,90.0,7.0,tt0071497,1974-12-11,1974
Prayers for Bobby,Drama,88.0,7.5,tt1073510,2009-02-27,2009
Little Criminals,Crime,91.0,7.6,tt0113666,1995-01-01,1995
Bustin' Down the Door,Documentary,96.0,0.0,tt1129921,2008-07-25,2008
Love Wrecked,Family,87.0,4.8,tt0409011,2005-11-01,2005
Father Takes a Wife,Comedy,79.0,5.0,tt0033592,1941-10-03,1941
A Very Potter Musical,Music,166.0,7.7,tt2033193,2009-04-09,2009
A Very Potter Sequel,Music,213.0,7.2,tt2040264,2010-07-22,2010
Once Upon a Time in the North,Drama,128.0,5.9,tt1925446,2012-02-17,2012
Miss Nobody,Crime,86.0,4.3,tt1129427,2010-06-10,2010
Retreat,Drama,89.0,5.5,tt1410051,2011-10-14,2011
Guy and Madeline on a Park Bench,Drama,82.0,6.0,tt1337193,2009-04-23,2009
The Great Sinner,Drama,110.0,6.3,tt0041430,1949-06-29,1949
Her Highness and the Bellboy,Comedy,112.0,4.5,tt0037769,1945-11-11,1945
The Civil War,Documentary,680.0,9.2,tt0098769,1990-09-23,1990
October Baby,Drama,107.0,6.8,tt1720182,2011-10-30,2011
Khodorkovsky,Drama,111.0,3.6,tt1733525,2011-11-17,2011
The Bear,Horror,80.0,4.5,tt1783408,2011-05-06,2011
Live Music,Animation,6.0,0.0,tt1455209,2009-11-20,2009
Ro.Go.Pa.G.,Comedy,122.0,7.4,tt0056171,1963-02-19,1963
Paris Belongs to Us,Mystery,141.0,6.8,tt0054156,1961-12-13,1961
Bag of Bones,Drama,157.0,5.8,tt1212452,2011-12-10,2011
Mozart's Sister,Drama,120.0,6.2,tt1653911,2010-06-09,2010
Seven Days in Utopia,Drama,98.0,5.1,tt1699147,2011-09-02,2011
The Women on the 6th Floor,Comedy,106.0,6.6,tt1805297,2010-12-20,2010
One of Our Dinosaurs Is Missing,Action,100.0,5.6,tt0075016,1975-07-09,1975
Mega Shark vs. Crocosaurus,Action,90.0,2.7,tt1705773,2010-12-21,2010
Wrong Turn 4: Bloody Beginnings,Horror,93.0,5.2,tt1865567,2011-10-17,2011
Moscow Clad in Snow,Documentary,7.0,6.5,tt0256939,1909-04-09,1909
Sleep Tight,Thriller,107.0,7.0,tt1437358,2011-10-14,2011
The Munekata Sisters,Drama,112.0,0.0,tt0042762,1950-08-08,1950
Arena,Action,94.0,5.0,tt1117581,2011-10-11,2011
Mail Order Bride,Comedy,83.0,0.0,tt0058318,1964-03-10,1964
The Satan Bug,Mystery,114.0,5.6,tt0059678,1965-03-26,1965
Poppy Shakespeare,Drama,86.0,0.0,tt1106448,2008-03-31,2008
Freedom,Drama,96.0,8.0,tt0255177,2000-10-10,2000
The Price of Forgiveness,Drama,0.0,0.0,tt0305884,2001-09-12,2001
Red Hill,Action,97.0,6.2,tt1530983,2010-11-05,2010
Zone Troopers,Action,86.0,3.6,tt0092298,1985-10-01,1985
La Patinoire,Comedy,80.0,7.0,tt0120785,1998-11-01,1998
The Secret Glory,Documentary,90.0,6.2,tt0307431,2001-09-04,2001
The Woman Who Drinks,Drama,91.0,8.0,tt0279083,2001-03-09,2001
The Prince and the Pauper,Animation,25.0,6.7,tt0100409,1990-11-16,1990
Another Woman's Life,Comedy,97.0,6.1,tt1817191,2012-02-14,2012
A Cat in Paris,Animation,70.0,6.5,tt1673702,2010-12-13,2010
Dr. Goldfoot and the Girl Bombs,Action,82.0,5.3,tt0061014,1966-11-09,1966
Children Who Chase Lost Voices,Animation,116.0,7.1,tt1839494,2011-05-07,2011
Gone,Drama,94.0,5.9,tt1838544,2012-02-23,2012
Courageous,Drama,129.0,6.8,tt1630036,2011-09-30,2011
Flywheel,Drama,120.0,6.8,tt0425027,2003-01-01,2003
Project X,Comedy,88.0,6.5,tt1636826,2012-03-01,2012
The Lorax,Animation,86.0,6.3,tt1482459,2012-03-01,2012
Darling,Drama,94.0,6.8,tt0875581,2007-02-09,2007
The Big Year,Comedy,100.0,5.6,tt1053810,2011-10-13,2011
The Liar,Comedy,53.0,7.0,tt0081701,1981-02-27,1981
Mr. Moto's Last Warning,Action,71.0,5.5,tt0031678,1939-01-20,1939
Act of Valor,Action,110.0,6.3,tt1591479,2012-02-24,2012
Trailer Park Boys,Comedy,67.0,7.4,tt0383678,1999-07-15,1999
Don Quixote,Adventure,73.0,2.5,tt0023956,1933-01-01,1933
Undefeated,Documentary,113.0,7.9,tt1860355,2011-03-13,2011
This Means War,Action,103.0,5.9,tt1596350,2012-02-14,2012
One A.M.,Comedy,22.0,6.3,tt0007145,1916-08-07,1916
The Cure,Comedy,31.0,6.4,tt0007832,1917-04-16,1917
The Bank,Comedy,33.0,6.4,tt0004936,1915-08-09,1915
A Night Out,Comedy,33.0,5.5,tt0005810,1915-02-15,1915
The Earth Dies Screaming,Horror,62.0,6.1,tt0058050,1964-10-14,1964
The Dark Side of the Sun,Drama,101.0,4.7,tt0118930,1988-12-21,1988
John Carter,Action,132.0,6.1,tt0401729,2012-03-07,2012
Canned Dreams,Documentary,75.0,10.0,tt1433817,2012-01-25,2012
Sunnyside,Comedy,41.0,6.4,tt0010747,1919-06-15,1919
When We Leave,Drama,119.0,6.9,tt1288376,2010-02-13,2010
Genius Within: The Inner Life of Glenn Gould,Documentary,113.0,6.9,tt1503774,2009-09-13,2009
Great Directors,Documentary,90.0,6.2,tt1445683,2010-07-02,2010
Something Big,Western,108.0,4.5,tt0068022,1971-11-19,1971
The Take,Action,91.0,8.0,tt0072249,1974-05-01,1974
Queen: Days of Our Lives,Documentary,120.0,6.7,tt1977894,2011-05-29,2011
Police,Comedy,26.0,6.1,tt0007194,1916-05-27,1916
Behind the Screen,Comedy,24.0,6.8,tt0006414,1916-11-13,1916
Easy Street,Comedy,24.0,7.0,tt0007880,1917-01-22,1917
The Art of Flight,Adventure,80.0,8.3,tt1646967,2011-09-08,2011
Starbuck,Comedy,103.0,6.8,tt1756750,2011-01-01,2011
Forks Over Knives,Documentary,90.0,7.0,tt1567233,2011-05-06,2011
Skies Above the Landscape,Comedy,86.0,0.0,tt0808393,2006-03-15,2006
United Red Army,Drama,190.0,6.1,tt0923869,2007-08-26,2007
Goon,Comedy,92.0,6.5,tt1456635,2012-01-06,2012
Landscape with a Woman,Drama,75.0,0.0,tt0128856,1976-12-31,1976
Blind Pig Who Wants to Fly,Drama,77.0,6.0,tt1129405,2008-05-18,2008
What Is to Be Done?,Drama,90.0,5.0,tt0066614,1970-01-01,1970
The Hidden Face,Thriller,92.0,7.3,tt1772250,2011-09-16,2011
In Gold We Trust,Adventure,100.0,5.2,tt1534084,2010-03-07,2010
Eye of the Devil,Crime,96.0,6.8,tt0061634,1966-07-01,1966
Listen to Your Heart,Drama,102.0,7.5,tt1274296,2010-08-14,2010
Pale Cocoon,Animation,23.0,6.8,tt1506448,2006-01-18,2006
The Awakening,Horror,107.0,6.3,tt1687901,2011-08-17,2011
The Round Up,Drama,115.0,7.5,tt1382725,2010-03-10,2010
Miral,Drama,112.0,5.1,tt1366409,2010-10-01,2010
Princess of Mars,Fantasy,93.0,3.1,tt1531911,2009-12-29,2009
Like Water,Documentary,0.0,6.4,tt1872819,2011-10-06,2011
Cencoroll,Animation,27.0,6.3,tt1520841,2009-08-22,2009
Game Change,TV Movie,118.0,6.4,tt1848902,2012-03-09,2012
The Ledge,Drama,101.0,5.9,tt1535970,2011-05-06,2011
Bestseller,Horror,117.0,6.0,tt1655617,2010-04-15,2010
21 Jump Street,Action,109.0,6.7,tt1232829,2012-03-12,2012
"Jeff, Who Lives at Home",Drama,83.0,6.1,tt1588334,2011-09-13,2011
Blackballed: The Bobby Dukes Story,Comedy,91.0,5.5,tt0379184,2004-01-01,2004
Adventures of Captain Marvel,Fantasy,216.0,7.0,tt0033317,1941-03-28,1941
Captain Midnight,Adventure,270.0,0.0,tt0034577,1942-02-15,1942
City of Fear,Drama,81.0,6.3,tt0052696,1959-02-01,1959
Treed Murray,Thriller,90.0,7.8,tt0293664,2001-09-13,2001
Satan Never Sleeps,Drama,125.0,5.6,tt0056447,1962-03-23,1962
SOS Coast Guard,Action,224.0,4.0,tt0029508,1937-08-28,1937
Yes or No,Comedy,107.0,7.7,tt1906518,2010-12-16,2010
Blind,Thriller,111.0,7.5,tt2025506,2011-08-10,2011
Lockout,Action,95.0,5.8,tt1592525,2012-04-12,2012
Bedevilled,Thriller,115.0,7.3,tt1646959,2010-08-19,2010
Lucky,Comedy,103.0,4.9,tt1473397,2011-07-15,2011
Resurrect Dead: The Mystery of the Toynbee Tiles,Documentary,86.0,6.9,tt1787791,2011-08-01,2011
A Lonely Place to Die,Adventure,99.0,6.2,tt1422136,2011-04-09,2011
"Caltiki, the Immortal Monster",Thriller,76.0,5.9,tt0052667,1959-08-07,1959
Snowtown,Crime,119.0,6.3,tt1680114,2011-05-16,2011
Space Battleship Yamato,Science Fiction,131.0,6.3,tt1477109,2010-12-01,2010
Nothing Lasts Forever,Science Fiction,82.0,7.1,tt0087817,1984-09-06,1984
Zero Bridge,Drama,96.0,5.0,tt1270494,2011-02-16,2011
The Bleeding,Action,80.0,2.9,tt1206881,2009-11-02,2009
Wreckers,Drama,85.0,5.9,tt1650028,2011-12-16,2011
Fat Head,Documentary,104.0,6.6,tt1333994,2009-02-03,2009
Public Housing,Documentary,200.0,8.5,tt0130200,1997-06-02,1997
The Runner,Drama,94.0,6.0,tt0088992,1984-01-01,1984
Last Exit,Crime,97.0,0.0,tt0375909,2003-10-11,2003
Verbo,Fantasy,87.0,4.0,tt1534564,2011-11-04,2011
The Frankenstein Syndrome,Horror,88.0,4.9,tt1337686,2010-10-01,2010
A Thousand Months,Drama,124.0,5.0,tt0325826,2003-10-01,2003
The Secret Nation,Drama,128.0,8.3,tt0097951,1989-01-01,1989
Manrape,Drama,99.0,0.0,tt0077968,1978-02-24,1978
Passion of Love,Drama,117.0,7.1,tt0082883,1981-09-16,1981
!Women Art Revolution,Documentary,83.0,4.3,tt1699720,2010-01-01,2010
Casa De Mi Padre,Comedy,84.0,5.5,tt1702425,2012-03-15,2012
Corman's World: Exploits of a Hollywood Rebel,Documentary,95.0,7.4,tt1185371,2011-01-21,2011
Tropical Fish,Comedy,107.0,7.0,tt0117970,1995-08-01,1995
Prom Queen: The Marc Hall Story,Comedy,92.0,5.6,tt0410953,2004-06-01,2004
Evolver,Action,90.0,5.7,tt0112993,1994-12-31,1994
Letters to Santa,Comedy,116.0,7.1,tt1927077,2011-11-11,2011
Jiro Dreams of Sushi,Documentary,82.0,7.8,tt1772925,2011-06-11,2011
Damsels in Distress,Comedy,99.0,5.6,tt1667307,2012-04-06,2012
A Skin Too Few: The Days of Nick Drake,Documentary,48.0,7.3,tt0264013,2002-04-19,2002
Human Lanterns,Action,95.0,6.7,tt0084586,1982-07-14,1982
Pageant,Documentary,85.0,5.3,tt1152834,2008-12-26,2008
A Warm December,Drama,99.0,6.0,tt0070898,1973-05-23,1973
White Night Wedding,Drama,96.0,5.5,tt1114712,2008-01-18,2008
Salmon Fishing in the Yemen,Drama,107.0,6.3,tt1441952,2011-09-10,2011
Hotel,Drama,124.0,6.3,tt0061786,1967-01-19,1967
Eden of the East Movie I: The King of Eden,Animation,82.0,6.9,tt1460738,2009-11-28,2009
Eden of the East Movie II: Paradise Lost,Animation,93.0,6.8,tt1468321,2010-08-04,2010
Saving Face,Crime,40.0,7.1,tt2140371,2012-03-08,2012
Admiral Yamamoto,War,0.0,8.8,tt0063822,1968-08-13,1968
Meeting Evil,Crime,89.0,4.7,tt1810697,2012-05-03,2012
Wrath of the Titans,Adventure,99.0,5.5,tt1646987,2012-03-27,2012
Bending The Rules,Action,83.0,5.2,tt1715320,2012-03-09,2012
Paan Singh Tomar,Crime,135.0,7.3,tt1620933,2012-03-02,2012
The Horrible Dr. Hichcock,Horror,88.0,5.8,tt0056315,1962-01-01,1962
Detachment,Drama,97.0,7.3,tt1683526,2011-04-24,2011
Four Sided Triangle,Fantasy,81.0,5.8,tt0045787,1953-06-15,1953
The Incredible Hulk Returns,Action,100.0,5.4,tt0095368,1988-02-21,1988
Answers to Nothing,Drama,124.0,4.1,tt1523939,2011-12-02,2011
4:44 Last Day on Earth,Drama,85.0,4.4,tt1707391,2011-09-07,2011
Iron Sky,Action,93.0,5.6,tt1034314,2012-03-10,2012
The Ghost,Horror,97.0,5.5,tt0057522,1963-03-30,1963
Absentia,Mystery,92.0,5.8,tt1610996,2011-03-03,2011
There's Something Wrong with Aunt Diane,Documentary,100.0,6.7,tt2011325,2011-07-25,2011
American Reunion,Comedy,113.0,6.1,tt1605630,2012-04-04,2012
Ticked-Off Trannies with Knives,Horror,0.0,5.6,tt1587431,2010-10-15,2010
The Raid,Action,101.0,7.3,tt1899353,2011-09-08,2011
The Cabin in the Woods,Horror,95.0,6.6,tt1259521,2012-04-12,2012
Delicacy,Drama,108.0,6.5,tt1828995,2011-12-20,2011
God Bless America,Comedy,104.0,7.0,tt1912398,2011-09-09,2011
The Desert of Forbidden Art,History,80.0,5.0,tt1536458,2011-03-18,2011
The Wayshower,Drama,90.0,0.0,tt1640570,2011-04-10,2011
Frankenstein,Horror,13.0,6.4,tt0001223,1910-03-18,1910
The Clay Bird,Drama,98.0,6.1,tt0319836,2002-11-08,2002
The Dupes,Drama,107.0,7.5,tt0068899,1973-07-01,1973
Romantics Anonymous,Drama,80.0,6.4,tt1565958,2010-12-22,2010
The Unknown Woman,Documentary,80.0,0.0,tt1543055,2011-02-04,2011
Popatopolis,Documentary,75.0,6.9,tt1453253,2009-06-10,2009
The Gamma People,Science Fiction,79.0,6.2,tt0049248,1956-12-01,1956
"Wild, Wild Planet",Science Fiction,93.0,4.0,tt0059914,1965-01-01,1965
Egg,Drama,97.0,4.8,tt1021004,2007-11-09,2007
Village People Radio Show,Documentary,72.0,5.0,tt0949861,2007-01-01,2007
The Day I Was Not Born,Drama,94.0,6.3,tt1398029,2010-09-03,2010
Genesis,Drama,30.0,6.7,tt0165297,1998-01-01,1998
The Big Night,Drama,75.0,7.4,tt0043340,1951-11-13,1951
Housefull 2,Drama,145.0,5.0,tt1980986,2012-04-05,2012
Agent Vinod,Action,157.0,5.3,tt1395025,2012-03-23,2012
After,Drama,0.0,5.3,tt1249363,2009-10-23,2009
Lust for Gold,Drama,86.0,0.0,tt0071445,1974-10-27,1974
Footnote,Drama,103.0,6.7,tt1445520,2011-05-25,2011
Café de Flore,Drama,120.0,6.8,tt1550312,2011-11-17,2011
L!fe Happens,Comedy,100.0,5.3,tt1726589,2011-06-18,2011
Midnight Movie,Horror,82.0,5.6,tt0981224,2008-10-24,2008
The Silent House,Drama,86.0,5.3,tt1646973,2010-08-25,2010
Silent House,Horror,85.0,5.2,tt1767382,2011-01-21,2011
Wild About Harry,Comedy,91.0,4.3,tt0216279,2000-12-31,2000
Keeping the Promise,Drama,0.0,0.0,tt0119454,1997-01-05,1997
Helsinki Napoli - All Night Long,Crime,0.0,6.0,tt0093178,1987-11-13,1987
The Three Stooges,Comedy,92.0,4.9,tt0383010,2012-04-13,2012
The Raven,Crime,111.0,6.1,tt1486192,2012-03-09,2012
The Ballad of Nessie,Animation,6.0,7.3,tt1827536,2011-04-13,2011
The Big Bang,Action,101.0,5.5,tt1307873,2011-01-17,2011
Mirror Mirror,Adventure,106.0,5.5,tt1667353,2012-03-15,2012
Battleship,Thriller,131.0,5.5,tt1440129,2012-04-11,2012
Our Day Will Come,Drama,90.0,6.8,tt1651328,2010-09-15,2010
Louis Theroux: America's Most Hated Family in Crisis,Documentary,60.0,7.5,tt1883251,2011-04-03,2011
The Woman in the Rumor,Romance,83.0,7.5,tt0047638,1954-06-20,1954
Terraferma,Drama,88.0,6.5,tt1641410,2011-09-07,2011
Madhouse,Crime,92.0,6.0,tt0071790,1974-03-01,1974
Goodbye First Love,Drama,108.0,6.4,tt1618447,2011-07-04,2011
The Best Exotic Marigold Hotel,Drama,124.0,6.9,tt1412386,2011-11-28,2011
Rush: Beyond the Lighted Stage,Documentary,107.0,8.2,tt1545103,2010-06-29,2010
Position Among the Stars,Documentary,109.0,9.0,tt1742178,2011-03-03,2011
The Second Time Around,Western,99.0,4.0,tt0055421,1961-12-22,1961
Crime After Crime,Documentary,95.0,5.3,tt1746153,2011-07-01,2011
Black Pond,Comedy,83.0,5.3,tt1869309,2011-11-11,2011
18 Years Later,Comedy,107.0,7.1,tt1433802,2010-07-04,2010
King of Devil's Island,Drama,120.0,7.2,tt1332134,2010-12-16,2010
Twelve,Thriller,93.0,6.0,tt1407084,2010-07-30,2010
Sharpay's Fabulous Adventure,Family,90.0,5.3,tt1629440,2011-04-19,2011
"The Cartoonist: Jeff Smith, BONE and the Changing Face of Comics",Documentary,76.0,0.0,tt1540991,2009-05-22,2009
Comic-Con Episode IV: A Fan's Hope,Documentary,88.0,6.6,tt1605782,2011-09-10,2011
Bullhead,Crime,129.0,7.4,tt1821593,2011-02-02,2011
Le Crabe-Tambour,Drama,0.0,6.0,tt0075885,1977-11-09,1977
Bully,Drama,92.0,7.2,tt1682181,2011-04-23,2011
The Hammer,Drama,108.0,6.0,tt1094666,2010-10-26,2010
Uncovered,Thriller,112.0,5.5,tt0111549,1995-01-04,1995
The Chance of a Lifetime,Crime,65.0,6.0,tt0035726,1943-10-26,1943
The Flower in Hell,Crime,87.0,6.5,tt0389052,1958-04-19,1958
White Mountains,Drama,63.0,5.0,tt2144017,1964-01-01,1964
Hysteria,Comedy,100.0,6.6,tt1435513,2011-06-06,2011
Cold Storage,Horror,95.0,4.0,tt0462232,2009-05-01,2009
Listen to Britain,Documentary,20.0,5.5,tt0034978,1942-04-01,1942
The Mad Masters,Documentary,36.0,6.5,tt0048363,1955-08-24,1955
Dante's Inferno: An Animated Epic,Action,84.0,6.0,tt1401113,2010-02-09,2010
The Bleeding House,Horror,85.0,5.2,tt1535566,2011-04-20,2011
Crazy Sexy Cancer,Documentary,90.0,6.0,tt0960749,2007-03-11,2007
Aakrosh,Action,120.0,6.4,tt1708453,2010-10-01,2010
Devil's Diary,Drama,90.0,4.0,tt1018820,2007-09-22,2007
Alambrista!,Drama,110.0,5.5,tt0075654,1977-10-16,1977
Androcles and the Lion,Comedy,98.0,6.3,tt0044355,1952-12-01,1952
Naked Ambition: An R Rated Look at an X Rated Industry,Documentary,0.0,4.3,tt1404702,2009-04-30,2009
Don't Eat the Pictures: Sesame Street at the Metropolitan Museum of Art,Fantasy,60.0,0.0,tt0331999,1983-11-16,1983
The Atomic Submarine,Science Fiction,72.0,5.8,tt0052587,1959-11-29,1959
The Baron of Arizona,History,97.0,7.5,tt0042229,1950-03-04,1950
The Five-Year Engagement,Comedy,124.0,5.7,tt1195478,2012-04-27,2012
The White Darkness,History,48.0,6.3,tt0358284,2002-09-07,2002
Icarus XB 1,Science Fiction,83.0,6.7,tt0122111,1963-07-26,1963
Men in Hope,Romance,115.0,6.7,tt2051941,2011-08-25,2011
Spud,Comedy,103.0,7.3,tt1059969,2010-12-03,2010
The Murderer Lives at Number 21,Thriller,84.0,7.2,tt0034478,1942-08-07,1942
Judgment in Berlin,Drama,96.0,6.7,tt0095415,1988-01-01,1988
Elsewhere,Crime,100.0,5.8,tt0874271,2009-01-15,2009
The Marc Pease Experience,Comedy,84.0,4.3,tt0913413,2009-08-21,2009
Buried Alive II,Horror,97.0,5.2,tt0118800,1997-10-01,1997
One Body Too Many,Comedy,75.0,5.5,tt0037151,1944-11-24,1944
Slim Carter,Comedy,82.0,0.0,tt0050983,1957-11-01,1957
In The Hands Of The Gods,Documentary,106.0,5.0,tt1051231,2007-09-14,2007
The Catechism Cataclysm,Comedy,75.0,3.9,tt1772371,2011-10-19,2011
The Devil's Rock,Fantasy,83.0,5.7,tt1712578,2011-07-08,2011
Think Like a Man,Comedy,122.0,6.9,tt1621045,2012-04-16,2012
The Lucky One,Drama,101.0,6.8,tt1327194,2012-04-19,2012
Diverted,Drama,89.0,5.0,tt1303829,2009-03-08,2009
The First Texan,History,82.0,3.2,tt0049211,1956-06-29,1956
"Good-bye, My Lady",Drama,94.0,7.5,tt0049271,1956-05-12,1956
Chosin,History,86.0,7.0,tt1561406,2010-09-10,2010
Nob Hill,Drama,95.0,3.0,tt0037946,1945-06-13,1945
Bride Flight,Drama,130.0,6.9,tt1094241,2008-10-15,2008
Chained for Life,Drama,81.0,5.0,tt0043397,1952-01-01,1952
The Scarlet Letter,TV Movie,240.0,0.0,tt0078683,1979-04-02,1979
If a Tree Falls: A Story of the Earth Liberation Front,Documentary,85.0,6.3,tt1787725,2011-06-22,2011
The Greening of Whitney Brown,Adventure,87.0,6.0,tt1507564,2011-11-10,2011
Safe,Action,94.0,6.3,tt1656190,2012-04-16,2012
"That Day, on the Beach",Drama,166.0,7.5,tt0085635,1983-04-11,1983
Hamlet,Drama,185.0,7.3,tt1449175,2009-12-26,2009
The Fairy,Comedy,93.0,6.1,tt1922645,2011-05-11,2011
Diaries Notes and Sketches,Documentary,180.0,9.0,tt0196499,1969-12-01,1969
3rd World Hero,Drama,93.0,8.5,tt0260731,2000-02-16,2000
Kept Husbands,Drama,76.0,2.5,tt0022021,1931-02-22,1931
The Swell Season,Documentary,91.0,6.4,tt1722476,2011-04-22,2011
Guilty Hands,Crime,69.0,0.0,tt0021933,1931-08-22,1931
Jumping the Broom,Comedy,112.0,6.0,tt1640484,2011-05-06,2011
A Story Written with Water,Drama,120.0,8.5,tt0059758,1965-11-23,1965
Feast III: The Happy Finish,Horror,79.0,5.0,tt1104836,2009-02-17,2009
Red Dog,Drama,92.0,7.1,tt0803061,2011-08-04,2011
Any Questions for Ben?,Comedy,114.0,6.2,tt1735839,2012-02-09,2012
Amu,Drama,102.0,6.7,tt0414713,2005-01-07,2005
Dark Shadows,Comedy,113.0,5.7,tt1077368,2012-05-08,2012
The Scorpion King: Rise of a Warrior,Fantasy,109.0,4.3,tt1104123,2008-07-19,2008
Big Boys Gone Bananas!*,Documentary,90.0,7.2,tt2090463,2011-11-19,2011
Ciao Bella,Drama,86.0,5.0,tt0986323,2007-08-03,2007
Daylight,Thriller,74.0,5.0,tt1254978,2011-07-17,2011
96 Minutes,Drama,93.0,5.6,tt1641385,2011-10-14,2011
Columbus Circle,Crime,82.0,5.9,tt1465533,2012-03-05,2012
The Decoy Bride,Drama,89.0,6.1,tt1657299,2011-06-06,2011
Angels Crest,Drama,92.0,5.9,tt1559040,2011-12-30,2011
Viva Riva!,Action,96.0,5.4,tt1723120,2010-09-10,2010
The Forgiveness of Blood,Drama,109.0,6.7,tt1787127,2011-02-18,2011
Among Wolves,Drama,116.0,5.6,tt1417582,2010-11-26,2010
Edwin Boyd: Citizen Gangster,Crime,105.0,5.5,tt1709654,2011-09-10,2011
Beyond the Black Rainbow,Fantasy,110.0,5.7,tt1534085,2010-12-03,2010
The Last Play at Shea,Documentary,90.0,4.7,tt1262986,2010-04-25,2010
The Poker Club,Horror,82.0,5.7,tt0488612,2008-10-16,2008
The Clown,Comedy,90.0,7.2,tt1921043,2011-10-28,2011
Creature,Horror,95.0,4.0,tt1686018,2011-09-09,2011
Thawing Out,Comedy,28.0,5.7,tt1354003,2009-02-02,2009
Walking with Beasts,Documentary,180.0,7.3,tt0286285,2001-12-21,2001
Rocket Singh: Salesman of the Year,Drama,156.0,7.0,tt1434447,2009-12-11,2009
Vicky Donor,Comedy,122.0,6.9,tt2317337,2012-04-20,2012
Zig Zag,Crime,105.0,8.3,tt0066605,1970-05-01,1970
Extraordinary Stories,Mystery,245.0,8.0,tt1225831,2008-05-01,2008
Small Town of Anara,Comedy,90.0,7.0,tt0077860,1978-03-06,1978
Across the Line: The Exodus of Charlie Wright,Drama,94.0,6.1,tt1663193,2010-12-28,2010
Three Steps Above Heaven,Romance,122.0,7.4,tt1648216,2010-12-03,2010
The Dictator,Comedy,83.0,5.9,tt1645170,2012-05-15,2012
Thrive,Documentary,132.0,6.5,tt2063834,2011-11-11,2011
Boys Love,Drama,90.0,2.8,tt1235414,2006-11-24,2006
Bombay Talkie,Drama,112.0,6.0,tt0065484,1970-11-18,1970
Border Radio,Drama,83.0,4.9,tt0090766,1987-11-01,1987
Keyhole,Drama,94.0,5.8,tt1674775,2011-09-09,2011
"Boys Diving, Honolulu",Documentary,1.0,0.0,tt0334960,1901-01-01,1901
The Island President,Documentary,101.0,4.8,tt1990352,2012-03-28,2012
The Heir Apparent: Largo Winch,Adventure,108.0,6.1,tt0808339,2008-12-17,2008
The Mighty Macs,Action,102.0,5.0,tt1034324,2009-10-21,2009
My Blue Heaven,Drama,95.0,0.0,tt0042767,1950-09-15,1950
Gifted Hands: The Ben Carson Story,Drama,86.0,7.5,tt1295085,2009-02-07,2009
The Woman Who Dared,Drama,105.0,6.5,tt0035737,1944-02-03,1944
Safrana or Freedom of Speech,Drama,110.0,0.0,tt0076652,1978-02-08,1978
The Rose Seller,Drama,116.0,6.5,tt0157154,1998-05-13,1998
Galileo,Drama,145.0,7.0,tt0073029,1975-01-27,1975
Men in Black 3,Action,106.0,6.3,tt1409024,2012-05-23,2012
Snow White and the Huntsman,Adventure,127.0,5.8,tt1735898,2012-05-30,2012
